approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
ApproachType.TABLESAMPLE,0,1.5296536839996406,0.0003672815723550807,100,1,SELECT AVG(dep_delay) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE origin='ATL';,1.0
ApproachType.TABLESAMPLE,1,1.3768156919995818,0.20334610912435522,100,1,SELECT AVG(distance) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE unique_carrier='TW';,1.0
ApproachType.TABLESAMPLE,2,1.600206829999479,1.7240035956755753,100.0,26,"SELECT unique_carrier, COUNT(*) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE origin_state_abr='LA' GROUP BY unique_carrier;",1.0
ApproachType.TABLESAMPLE,3,1.5982062269995367,6.179347153744259,100.0,26,"SELECT unique_carrier, COUNT(*) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE origin_state_abr='LA' AND  dest_state_abr='CA' GROUP BY unique_carrier;",1.0
ApproachType.TABLESAMPLE,4,1.5956186610001168,7.740280419484466,100.0,22,"SELECT year_date, COUNT(*) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE origin_state_abr='LA' AND dest='JFK' GROUP BY year_date;",1.0
ApproachType.TABLESAMPLE,5,1.3891742750001868,1.110856340387368,100.0,22,"SELECT year_date, SUM(distance) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE unique_carrier='9E' GROUP BY year_date;",1.0
ApproachType.TABLESAMPLE,6,1.6060099259993876,15.899395421405055,98.11320754716981,53,"SELECT origin_state_abr, SUM(air_time) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE dest='HPN' GROUP BY origin_state_abr;",1.0
ApproachType.TABLESAMPLE,7,1.290270098000292,0.18137418388157062,100.0,26,"SELECT unique_carrier, AVG(dep_delay) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE year_date=2005 AND origin='PHX' GROUP BY unique_carrier;",1.0
ApproachType.TABLESAMPLE,8,2.4964508789998945,3.6403315264129774,100.0,53,"SELECT dest_state_abr, COUNT(*) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE distance>2500 GROUP BY dest_state_abr;",1.0
ApproachType.TABLESAMPLE,9,2.7050168959995062,7.6526051388005625,100.0,26,"SELECT unique_carrier, COUNT(*) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE air_time>1000 AND dep_delay>1500 GROUP BY unique_carrier;",1.0
ApproachType.TABLESAMPLE,10,1.7715286009997726,3.496531625290565,100.0,22,"SELECT year_date, SUM(arr_delay*dep_delay) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE origin_state_abr = 'CA' AND dest_state_abr = 'HI' GROUP BY year_date;",1.0
ApproachType.TABLESAMPLE,11,1.516234414999417,15.688980873318096,98.11320754716981,53,"SELECT dest_state_abr, SUM(taxi_out)-SUM(taxi_in) FROM flights TABLESAMPLE SYSTEM(1.0) WHERE unique_carrier = 'UA' AND origin = 'ATL' GROUP BY dest_state_abr;",1.0
