query_id,true_cardinality, estimated_cardinality, estimated_cardinality_60_40
0,715,936.7034626327211,313.2782909234357,0.871923
1,9,2.269453990196583,2.3744778310267125,0.0116693
2,47,13.653284037677428,19.775353746877258,0.130257
3,16,4.498155874031922,6.69456416656972,0.137276
4,148552,219709.24119379194,341167.4084827723,0.817614
5,62682311,61473670.424750656,69765102.18771312,0.132277
6,11990578,15581829.580408316,14752654.682549534,0.0691522
7,157041640,157373887.0205255,163937523.41707453,0.0417955
8,850677,384453.3315052811,612855.7260787176,0.268495
9,179616,125242.89153159701,177757.42550323004,0.292371
10,2031666,796036.3339413714,1457619.9816748681,0.325636
11,6333736,6154729.441811425,9306187.909396127,0.497567
12,1931628,2049950.0845067194,3072534.5130814263,0.52939
13,12738520,11894698.189932091,17942515.43450707,0.474766
14,1224,30.850219690744797,50.79839101257063,0.0162975
15,13221,13608.98034935409,32248.591334112916,1.40985
16,33,1.0,1.0,0
17,1224,230.31186072241033,346.5936814479627,0.0950015
18,114182642,120245544.35111588,109692308.04527318,0.0924242
19,4533382,4502644.540004386,5033892.061497419,0.117186
20,695701,690983.5595976633,770947.502270856,0.11494
21,21454165,21316034.03117451,23835411.9854144,0.117431
22,13355828,14232661.548387397,15808397.340892488,0.117981
23,4450853,5493216.750181773,6204232.762835813,0.159748
24,794591,577672.8327463117,565908.4346546147,0.0148056
25,4893440,5864256.595398715,6494998.42394486,0.128895
26,1381288,1565043.284340991,1730596.0834426964,0.119854
27,8720023,10078799.809824374,11335391.469791887,0.144104
28,2873214,3598094.700039941,4020011.06525768,0.146845
29,56965403,57072195.96736086,53738648.185035385,0.0585188
30,7153,8405.55032626568,12309.176231878693,0.545733
31,14102,28327.042705853706,33049.680031929674,0.334891
32,31339132,21368936.430585746,30906540.170523923,0.304335
33,75440,92612.62910746271,119463.00133693994,0.355917
34,72,6.465550115611077,30.08194942486876,0.328006
35,305691,376069.0012774317,480418.73831578426,0.341357
36,1919495,1212035.1092571851,1590978.8129058157,0.197418
37,150780,292239.14136684645,380402.75735781755,0.584717
38,3243247,3510648.192381309,4273911.911932102,0.235339
39,1043763,1285728.4942471487,1706236.875921098,0.402877
40,512575801,317133594.8813703,409795391.3796915,0.180777
41,206778521,112918826.90683156,149919467.5818176,0.178939
42,625302823,464189306.13259816,590387640.8100333,0.20182
43,7796926,19397858.91030581,29596912.9214392,1.30809
44,1831108,1835140.7036517058,2149241.644478976,0.171536
45,2936093,3549067.9836010076,4627341.789997139,0.367248
46,16461908,15726805.654543173,27021350.308547758,0.686102
47,24675801,27464549.760492854,32844305.58879506,0.218017
48,132317651,142441532.50629932,161640629.75643024,0.145099
49,90649862,98141620.58341572,118717453.50446887,0.226981
50,151179813,130440378.07452878,156539134.15677086,0.172634
51,84217062,77241691.15003473,78737686.3727949,0.0177636
52,333474,798591.2321742325,1051333.2138493161,0.757906
53,307213,727233.4403775461,1025840.0867485508,0.971986
54,658557,1581344.548822255,2156420.750821288,0.873237
55,8275169,7284405.713446552,9634420.698680941,0.283984
56,5060606,5261298.894798017,6935746.672002211,0.330879
57,1352809555,1298655920.1836414,1463966356.1220284,0.122198
58,191935,46648.75731666581,145142.95741370038,0.513164
59,9537310863,9820136379.471682,12419047166.961231,0.272499
60,492943940,468747374.3894404,1626886362.7122986,2.34943
61,32355583,39506939.69597597,51461152.24155133,0.369464
62,81495003,28934196.334825274,50427425.38104565,0.263737
63,51282842,17687058.379509993,29330202.10173524,0.227038
64,19006,46739.98840287436,66506.66346037423,1.04002
65,26718423,22166995.219463464,29365979.825105466,0.269439
66,15813608,13223471.886697492,17721993.63389583,0.284472
67,1067496,712634.3345720759,899878.9769975699,0.175405
68,268172,309635.76660351397,384139.7382614885,0.277822
69,258385218,240086473.89397228,315199467.6578767,0.290702
