query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2015
0,715,934.8655089163694,938.4863916966916,0.00506417
1,9,2.290324221505508,2.2973677119655433,0.00078261
2,47,13.76564886492521,13.697747127410551,0.00144472
3,16,4.515447807853993,4.539735624759388,0.00151799
4,148552,219708.984265595,219732.65506511237,0.000159344
5,62682311,61473670.42475064,44678110.7301437,0.267947
6,11990578,15581829.580408314,9425600.016672503,0.513422
7,157041640,157373887.0205255,106002054.3165965,0.327122
8,850677,385258.3133855769,380515.7963481219,0.00557499
9,179616,125489.74123307607,123597.28934016291,0.0105361
10,2031666,797305.8503435935,789284.274551447,0.00394827
11,6333736,6119869.394435804,6137401.624033708,0.00276807
12,1931628,2028153.6639413487,2030598.6909192477,0.00126579
13,12738520,11902955.99171585,11936384.413489154,0.0026242
14,1224,30.939428210612483,26.509833422423,0.00361895
15,13221,13608.98034935409,36.66790003889495,1.02657
16,33,1.0,36.66790003889495,1.08085
17,1224,230.21502608477124,198.2852974761799,0.0260864
18,114182642,120245544.3511159,72015743.95100294,0.422392
19,4533382,4502644.540004386,4503037.15996342,8.66064e-05
20,695701,690983.5595976633,690812.7557198677,0.000245513
21,21454165,21316034.03117451,21322100.401605446,0.00028276
22,13355828,14232661.548387395,14186476.615496332,0.00345804
23,4450853,5493216.750181773,5578802.18793679,0.019229
24,794591,577672.8327463117,509368.5819916812,0.0859615
25,4893440,5864256.595398715,5846914.749531557,0.0035439
26,1381288,1565043.2843409907,1567058.846175747,0.00145919
27,8720023,10078799.809824374,10241421.464850975,0.0186492
28,2873214,3598094.700039941,3640128.4432060234,0.0146295
29,56965403,57072195.967360854,33102214.419004727,0.420781
30,7153,8424.536257930582,8442.4205973153,0.00250026
31,14102,22179.230899477534,22181.943862513137,0.000192381
32,31339132,19379095.432329528,19411958.90410275,0.00104864
33,75440,92417.94017398747,90863.9935502944,0.0205984
34,72,6.465505490153803,32.824030958655946,0.366091
35,305691,375084.53601305827,369944.2209615554,0.0168154
36,1919495,1214396.1681214022,1200860.2392495493,0.00705182
37,150780,292127.94866859086,289638.4043196935,0.0165111
38,3243247,3511865.761824638,3468003.6871381295,0.0135241
39,1043763,1283084.1004075175,1292912.2962026168,0.00941612
40,512575801,317133594.8813703,335411693.642771,0.0356593
41,206778521,112918826.9068316,122859653.32861236,0.0480748
42,625302823,464189306.1325981,477239568.6806278,0.0208703
43,7796926,19360584.762293667,19400615.36713507,0.00513415
44,1831108,1816914.2309247854,1080901.3448905575,0.401949
45,2936093,3541668.1117989053,3528906.1585730454,0.00434658
46,16461908,15570608.261191411,13588843.899388403,0.120385
47,24675801,27464549.760492854,27475199.81517682,0.000431599
48,132317651,142441532.50629932,141012803.92284217,0.0107977
49,90649862,98141620.5834157,97668371.08007461,0.00522063
50,151179813,130440378.07452877,101177581.75880763,0.193563
51,84217062,77241691.15003473,53309703.49950419,0.28417
52,333474,796957.7954985163,799234.8524887959,0.00682829
53,307213,733220.7094238577,732063.429272555,0.00376703
54,658557,1586792.7726383288,1587862.4017456013,0.0016242
55,8275169,7269282.373168081,7366983.890992603,0.0118066
56,5060606,5250443.312234733,5275821.3272308735,0.00501482
57,1352809555,1298655920.1836414,1453350741.425298,0.114351
58,191935,46388.236104690666,41703.24242651381,0.0244093
59,9537310863,9820136379.471682,10996679278.073038,0.123362
60,492943940,464091812.4381829,826247694.675464,0.73468
61,32355583,39423296.88918466,42271079.19938846,0.0880152
62,81495003,28802215.85720598,28672189.211915806,0.00159552
63,51282842,17627830.76210484,17496013.590016223,0.0025704
64,19006,47436.889368164666,47272.62127361529,0.00864296
65,26718423,22116331.035968535,22861692.799077407,0.0278969
66,15813608,13196274.801346902,13616807.461197436,0.0265931
67,1067496,712654.0127865566,800498.7530260851,0.0822905
68,268172,309633.78594145103,318043.91826881387,0.031361
69,258385218,239524053.59576163,253905490.2502299,0.0556589
