query_id,true_cardinality, estimated_cardinality, estimated_cardinality_90_10
0,715,936.7034626327211,1131.1732994269616,0.271986
1,9,2.269453990196583,2.2155447620511617,0.00598991
2,47,13.653284037677428,16.111502167004673,0.0523025
3,16,4.498155874031922,3.7741265279050236,0.0452518
4,148552,219709.24119379194,250526.96932706932,0.207454
5,62682311,61473670.424750656,67282314.87482522,0.092668
6,11990578,15581829.580408316,17064620.02656612,0.123663
7,157041640,157373887.0205255,169148630.4264432,0.0749785
8,850677,384453.3315052811,424236.191562712,0.0467661
9,179616,125242.89153159701,129966.25963949288,0.026297
10,2031666,796036.3339413714,923277.9351253078,0.0626292
11,6333736,6154729.441811425,7025903.880180915,0.137545
12,1931628,2049950.0845067194,2250191.9793024077,0.103665
13,12738520,11894698.189932091,13884752.252270484,0.156223
14,1224,30.850219690744797,36.12585109843171,0.00431016
15,13221,13608.98034935409,15097.624088283626,0.112597
16,33,1.0,0.9999999999999999,3.36431e-18
17,1224,230.31186072241033,266.7879851953952,0.0298008
18,114182642,120245544.35111588,123337546.71735367,0.0270794
19,4533382,4502644.540004386,4635153.082304165,0.0292295
20,695701,690983.5595976633,710152.5057083344,0.0275534
21,21454165,21316034.03117451,21945435.494221054,0.029337
22,13355828,14232661.548387397,14650750.454197198,0.0313039
23,4450853,5493216.750181773,5682506.824503474,0.0425289
24,794591,577672.8327463117,526298.1144930706,0.0646556
25,4893440,5864256.595398715,6002728.7508058995,0.0282975
26,1381288,1565043.284340991,1609904.0596522207,0.0324775
27,8720023,10078799.809824374,10413320.721939974,0.0383624
28,2873214,3598094.700039941,3723947.8829063755,0.0438022
29,56965403,57072195.96736086,58830159.45541679,0.0308602
30,7153,8405.55032626568,9683.848346099263,0.178708
31,14102,28327.042705853706,25673.691079555152,0.188154
32,31339132,21368936.430585746,22729808.806318536,0.0434241
33,75440,92612.62910746271,97213.18461544975,0.060983
34,72,6.465550115611077,27.504281386737045,0.292205
35,305691,376069.0012774317,396273.4402702221,0.0660943
36,1919495,1212035.1092571851,1492594.8007007134,0.146163
37,150780,292239.14136684645,309923.78379199724,0.117288
38,3243247,3510648.192381309,3636079.9348244225,0.0386747
39,1043763,1285728.4942471487,1355429.9074440782,0.066779
40,512575801,317133594.8813703,345040060.2776102,0.0544436
41,206778521,112918826.90683156,123387161.38565703,0.0506258
42,625302823,464189306.13259816,499646537.20435554,0.0567041
43,7796926,19397858.91030581,22129130.267996628,0.350301
44,1831108,1835140.7036517058,1363575.8970488333,0.25753
45,2936093,3549067.9836010076,3751261.0410293364,0.0688647
46,16461908,15726805.654543173,17223546.565273333,0.0909215
47,24675801,27464549.760492854,29746965.95816922,0.0924961
48,132317651,142441532.50629932,182753870.76435235,0.304663
49,90649862,98141620.58341572,106195663.0434527,0.0888478
50,151179813,130440378.07452878,134272835.9217538,0.0253503
51,84217062,77241691.15003473,79590446.11708863,0.0278893
52,333474,798591.2321742325,1004352.5058041989,0.617023
53,307213,727233.4403775461,1019572.3663247473,0.951584
54,658557,1581344.548822255,2101146.923275955,0.789305
55,8275169,7284405.713446552,7739486.75268542,0.0549936
56,5060606,5261298.894798017,5594175.5932949055,0.065778
57,1352809555,1298655920.1836414,1553872245.4640443,0.188657
58,191935,46648.75731666581,74895.12686412776,0.147166
59,9537310863,9820136379.471682,11565918678.110935,0.183048
60,492943940,468747374.3894404,987935984.8512378,1.05324
61,32355583,39506939.69597597,44583330.728188746,0.156894
62,81495003,28934196.334825274,33271309.501603004,0.0532194
63,51282842,17687058.379509993,19897595.089572985,0.0431048
64,19006,46739.98840287436,62977.426760290415,0.854332
65,26718423,22166995.219463464,23553272.748258702,0.0518847
66,15813608,13223471.886697492,14069465.05195497,0.0534978
67,1067496,712634.3345720759,838655.1474388601,0.118053
68,268172,309635.76660351397,345025.8796519941,0.131968
69,258385218,240086473.89397228,267529262.5074756,0.106209
