query_id,true_cardinality, estimated_cardinality, estimated_cardinality_95_5
0,715,936.7034626327211,1067.9429380275028,0.183552
1,9,2.269453990196583,2.1794903890201573,0.00999596
2,47,13.653284037677428,14.818748132416824,0.0247971
3,16,4.498155874031922,4.397480747661864,0.0062922
4,148552,219709.24119379194,235242.37429538922,0.104564
5,62682311,61473670.424750656,65125787.524775565,0.0582639
6,11990578,15581829.580408316,16358452.247986654,0.0647694
7,157041640,157373887.0205255,163555104.2749951,0.0393604
8,850677,384453.3315052811,422377.8205463793,0.0445815
9,179616,125242.89153159701,136694.00730185548,0.0637533
10,2031666,796036.3339413714,879119.5918993774,0.0408942
11,6333736,6154729.441811425,6654376.377445931,0.0788866
12,1931628,2049950.0845067194,2234499.984202047,0.0955411
13,12738520,11894698.189932091,12836944.482714782,0.0739683
14,1224,30.850219690744797,33.357819519058545,0.00204869
15,13221,13608.98034935409,15704.849632206866,0.158526
16,33,1.0,1.0,0
17,1224,230.31186072241033,248.29439890566982,0.0146916
18,114182642,120245544.35111588,122642232.49929714,0.02099
19,4533382,4502644.540004386,4568436.034190288,0.0145127
20,695701,690983.5595976633,700890.7044081466,0.0142405
21,21454165,21316034.03117451,21626093.4983024,0.0144522
22,13355828,14232661.548387397,14438557.671873046,0.0154162
23,4450853,5493216.750181773,5638351.013661826,0.0326082
24,794591,577672.8327463117,514182.7078821899,0.0799029
25,4893440,5864256.595398715,5955216.502177437,0.0185881
26,1381288,1565043.284340991,1589070.4442043114,0.0173948
27,8720023,10078799.809824374,10412144.604758447,0.0382275
28,2873214,3598094.700039941,3723188.097144758,0.0435378
29,56965403,57072195.96736086,58129020.96550961,0.018552
30,7153,8405.55032626568,9033.576573670192,0.087799
31,14102,28327.042705853706,30328.27040018562,0.141911
32,31339132,21368936.430585746,22902152.102326438,0.0489234
33,75440,92612.62910746271,94524.33041555206,0.0253407
34,72,6.465550115611077,6.550009208204609,0.00117304
35,305691,376069.0012774317,384709.37328029325,0.0282651
36,1919495,1212035.1092571851,1233642.1975668813,0.0112567
37,150780,292239.14136684645,302338.0020092391,0.0669775
38,3243247,3510648.192381309,3572415.5145133184,0.0190449
39,1043763,1285728.4942471487,1323394.5874113124,0.0360868
40,512575801,317133594.8813703,337493056.4920673,0.0397199
41,206778521,112918826.90683156,120050369.45551226,0.0344888
42,625302823,464189306.13259816,489009251.94360477,0.0396927
43,7796926,19397858.91030581,20745069.322189003,0.172787
44,1831108,1835140.7036517058,1859180.0038996106,0.0131283
45,2936093,3549067.9836010076,3655511.921988354,0.0362536
46,16461908,15726805.654543173,16161334.391018093,0.026396
47,24675801,27464549.760492854,28945398.73817995,0.0600122
48,132317651,142441532.50629932,145313808.7279579,0.0217074
49,90649862,98141620.58341572,103466664.80276288,0.058743
50,151179813,130440378.07452878,134174644.63847557,0.0247008
51,84217062,77241691.15003473,80028680.76765728,0.0330929
52,333474,798591.2321742325,797882.9828428911,0.00212385
53,307213,727233.4403775461,730660.1095135482,0.011154
54,658557,1581344.548822255,1583873.5054614097,0.00384015
55,8275169,7284405.713446552,7508167.320544567,0.0270401
56,5060606,5261298.894798017,5461952.81389495,0.0396502
57,1352809555,1298655920.1836414,1483060974.0220513,0.136313
58,191935,46648.75731666581,62316.26275726479,0.0816292
59,9537310863,9820136379.471682,11293726570.836203,0.154508
60,492943940,468747374.3894404,489796297.22729033,0.0427004
61,32355583,39506939.69597597,43345017.472919434,0.118622
62,81495003,28934196.334825274,31902698.80717524,0.0364256
63,51282842,17687058.379509993,19441467.89542635,0.0342105
64,19006,46739.98840287436,46522.708749355836,0.0114322
65,26718423,22166995.219463464,23070329.356280643,0.0338094
66,15813608,13223471.886697492,13716953.245061807,0.0312061
67,1067496,712634.3345720759,820886.9959233748,0.101408
68,268172,309635.76660351397,344789.56643437134,0.131087
69,258385218,240086473.89397228,260361835.91174978,0.0784695
