query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2004
0,715,936.7034626327211,376.266764335113,0.783828
1,9,2.269453990196583,2.506386843137128,0.0263259
2,47,13.653284037677428,19.353677363594993,0.121285
3,16,4.498155874031922,6.522418840338246,0.126516
4,148552,219709.24119379194,342532.1270751793,0.826801
5,62682311,61473670.424750656,68063887.29288696,0.105137
6,11990578,15581829.580408316,16647463.423520856,0.0888726
7,157041640,157373887.0205255,191070416.5454204,0.214571
8,850677,384453.3315052811,871498.1231588676,0.572538
9,179616,125242.89153159701,279187.13152725936,0.857074
10,2031666,796036.3339413714,1777189.2410950724,0.48293
11,6333736,6154729.441811425,10215822.928843336,0.641185
12,1931628,2049950.0845067194,3394307.868875482,0.695971
13,12738520,11894698.189932091,19952267.727442082,0.632536
14,1224,30.850219690744797,78.54791943720026,0.0389687
15,13221,13608.98034935409,27540.757633751065,1.05376
16,33,1.0,1.0,0
17,1224,230.31186072241033,502.20545608012765,0.222135
18,114182642,120245544.35111588,109714009.44809988,0.0922341
19,4533382,4502644.540004386,5141909.114111591,0.141013
20,695701,690983.5595976633,789913.8482909,0.142202
21,21454165,21316034.03117451,24354339.243440952,0.141618
22,13355828,14232661.548387397,16143161.736688338,0.143046
23,4450853,5493216.750181773,6407745.260031003,0.205473
24,794591,577672.8327463117,644436.2799282188,0.0840224
25,4893440,5864256.595398715,5942249.487863306,0.0159383
26,1381288,1565043.284340991,1615617.076084513,0.0366135
27,8720023,10078799.809824374,11003429.65472971,0.106035
28,2873214,3598094.700039941,3887413.768476594,0.100695
29,56965403,57072195.96736086,55248916.304208435,0.0320068
30,7153,8405.55032626568,14647.275530714162,0.872602
31,14102,28327.042705853706,36867.06746989354,0.60559
32,31339132,21368936.430585746,33005772.57684647,0.37132
33,75440,92612.62910746271,112507.9000023445,0.263723
34,72,6.465550115611077,7.895622307595233,0.0198621
35,305691,376069.0012774317,458260.9286164397,0.268873
36,1919495,1212035.1092571851,1891446.1317461147,0.353953
37,150780,292239.14136684645,277537.224758793,0.0975057
38,3243247,3510648.192381309,4556769.263936639,0.322554
39,1043763,1285728.4942471487,1398900.6707172638,0.108427
40,512575801,317133594.8813703,342534496.78808725,0.0495554
41,206778521,112918826.90683156,115409950.09442787,0.0120473
42,625302823,464189306.13259816,537723364.4301248,0.117598
43,7796926,19397858.91030581,29217390.519506376,1.25941
44,1831108,1835140.7036517058,2309738.083637219,0.259186
45,2936093,3549067.9836010076,4193120.369611572,0.219357
46,16461908,15726805.654543173,20273039.292712294,0.276167
47,24675801,27464549.760492854,29582471.013659917,0.0858299
48,132317651,142441532.50629932,207860012.11718062,0.494405
49,90649862,98141620.58341572,107091688.48242731,0.0987323
50,151179813,130440378.07452878,158953620.32798868,0.188605
51,84217062,77241691.15003473,79386643.24730699,0.0254693
52,333474,798591.2321742325,1284049.3311614837,1.45576
53,307213,727233.4403775461,1065464.0099950675,1.10096
54,658557,1581344.548822255,2452368.5241917316,1.32263
55,8275169,7284405.713446552,7435589.896499374,0.0182696
56,5060606,5261298.894798017,5293341.152764398,0.0063317
57,1352809555,1298655920.1836414,1116066757.3698227,0.13497
58,191935,46648.75731666581,66920.01035956726,0.105615
59,9537310863,9820136379.471682,10186938267.288427,0.0384597
60,492943940,468747374.3894404,590557370.3045614,0.247107
61,32355583,39506939.69597597,41219944.43872003,0.0529431
62,81495003,28934196.334825274,60822093.345640406,0.391287
63,51282842,17687058.379509993,37111910.6725732,0.378779
64,19006,46739.98840287436,81058.51202249742,1.80567
65,26718423,22166995.219463464,24716152.684151594,0.0954082
66,15813608,13223471.886697492,13990727.360424954,0.0485187
67,1067496,712634.3345720759,881619.4007422118,0.1583
68,268172,309635.76660351397,381386.13758012257,0.267554
69,258385218,240086473.89397228,277735677.05162984,0.14571
