query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2014
0,715,934.8655089163694,918.0808470370896,0.0234751
1,9,2.290324221505508,2.357956633369425,0.00751471
2,47,13.76564886492521,12.562108143700438,0.0256072
3,16,4.515447807853993,3.507133672216062,0.0630196
4,148552,219708.984265595,219864.0995670813,0.00104418
5,62682311,61473670.42475064,44710875.262404226,0.267425
6,11990578,15581829.580408314,9390610.048869072,0.51634
7,157041640,157373887.0205255,105800672.02085392,0.328405
8,850677,385258.3133855769,341648.6658211372,0.0512646
9,179616,125489.74123307607,106381.98190029562,0.106381
10,2031666,797305.8503435935,740968.424651217,0.0277297
11,6333736,6119869.394435804,6067273.76735396,0.00830404
12,1931628,2028153.6639413487,1946163.5714050522,0.0424461
13,12738520,11902955.99171585,11896160.941936163,0.000533425
14,1224,30.939428210612483,21.93071425811573,0.00736006
15,13221,13608.98034935409,36.68686065667253,1.02657
16,33,1.0,36.68686065667253,1.08142
17,1224,230.21502608477124,164.76480262757403,0.0534724
18,114182642,120245544.3511159,71873084.55982551,0.423641
19,4533382,4502644.540004386,4507098.657841548,0.000982515
20,695701,690983.5595976633,693407.6531078236,0.00348439
21,21454165,21316034.03117451,21347057.360485565,0.00144603
22,13355828,14232661.548387395,14215485.398013955,0.00128604
23,4450853,5493216.750181773,5502769.357215227,0.00214624
24,794591,577672.8327463117,511269.59050415707,0.0835691
25,4893440,5864256.595398715,5826663.029726031,0.00768244
26,1381288,1565043.2843409907,1556053.7658769407,0.00650807
27,8720023,10078799.809824374,10176557.687985595,0.0112107
28,2873214,3598094.700039941,3608310.0251120906,0.00355537
29,56965403,57072195.967360854,57252774.8024845,0.00316997
30,7153,8424.536257930582,8462.996876299207,0.00537685
31,14102,22179.230899477534,28244.510422760348,0.430101
32,31339132,19379095.432329528,21343644.647510745,0.0626868
33,75440,92417.94017398747,90486.54419378618,0.0256017
34,72,6.465505490153803,30.94295613353761,0.339965
35,305691,375084.53601305827,368301.85120935476,0.022188
36,1919495,1214396.1681214022,1241101.792808504,0.0139128
37,150780,292127.94866859086,288438.01477730577,0.0244723
38,3243247,3511865.761824638,3452196.987665076,0.0183979
39,1043763,1283084.1004075175,1274092.8239115777,0.00861429
40,512575801,317133594.8813703,335158182.61307913,0.0351647
41,206778521,112918826.9068316,123134703.34185033,0.0494049
42,625302823,464189306.1325981,478204303.5925932,0.0224131
43,7796926,19360584.762293667,19465675.11327446,0.0134784
44,1831108,1816914.2309247854,1085217.6320777892,0.399592
45,2936093,3541668.1117989053,3513965.543981715,0.00943518
46,16461908,15570608.261191411,13740195.597548995,0.111191
47,24675801,27464549.760492854,27749920.5333048,0.0115648
48,132317651,142441532.50629932,171791824.62108195,0.221817
49,90649862,98141620.5834157,98457798.1369374,0.0034879
50,151179813,130440378.07452877,100762913.54439138,0.196306
51,84217062,77241691.15003473,53037264.56356972,0.287405
52,333474,796957.7954985163,834346.9892988472,0.11212
53,307213,733220.7094238577,763592.222710417,0.0988614
54,658557,1586792.7726383288,1657658.240850674,0.107607
55,8275169,7269282.373168081,7192317.561867067,0.00930069
56,5060606,5250443.312234733,5154488.901180727,0.0189611
57,1352809555,1298655920.1836414,1491206058.1801972,0.142334
58,191935,46388.236104690666,41616.2491380001,0.0248625
59,9537310863,9820136379.471682,11161021098.19493,0.140594
60,492943940,464091812.4381829,808056159.4361918,0.697776
61,32355583,39423296.88918466,42039255.975621074,0.0808503
62,81495003,28802215.85720598,26475575.28751724,0.0285495
63,51282842,17627830.76210484,15683848.082243364,0.0379071
64,19006,47436.889368164666,49555.00846861973,0.111445
65,26718423,22116331.035968535,22447550.79738932,0.0123967
66,15813608,13196274.801346902,13350657.743848715,0.00976266
67,1067496,712654.0127865566,810896.8266120879,0.0920311
68,268172,309633.78594145103,319659.3908738597,0.037385
69,258385218,239524053.59576163,254171272.1408403,0.0566875
