query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2009
0,715,936.7034626327211,311.2655811246228,0.874738
1,9,2.269453990196583,2.1617580336800764,0.0119662
2,47,13.653284037677428,16.188913038475686,0.0539496
3,16,4.498155874031922,6.216138236723984,0.107374
4,148552,219709.24119379194,280463.05174252554,0.408973
5,62682311,61473670.424750656,71601156.46082862,0.161568
6,11990578,15581829.580408316,16644078.314520074,0.0885903
7,157041640,157373887.0205255,180661658.38598263,0.14829
8,850677,384453.3315052811,646892.2696652226,0.308506
9,179616,125242.89153159701,212507.35891910663,0.485839
10,2031666,796036.3339413714,1320194.5063205184,0.257994
11,6333736,6154729.441811425,8491525.396753903,0.368944
12,1931628,2049950.0845067194,2850097.08390943,0.414235
13,12738520,11894698.189932091,16435346.069577198,0.35645
14,1224,30.850219690744797,71.14766527514651,0.0329227
15,13221,13608.98034935409,12017.160347173292,0.120401
16,33,1.0,1.0,0
17,1224,230.31186072241033,363.03371357883276,0.108433
18,114182642,120245544.35111588,127294173.96657158,0.0617312
19,4533382,4502644.540004386,4867945.467295088,0.0805802
20,695701,690983.5595976633,747406.8650763916,0.0811028
21,21454165,21316034.03117451,23035627.615218457,0.080152
22,13355828,14232661.548387397,15277664.35209101,0.0782432
23,4450853,5493216.750181773,6073893.366998595,0.130464
24,794591,577672.8327463117,586473.5047278091,0.0110757
25,4893440,5864256.595398715,5713434.548863288,0.0308213
26,1381288,1565043.284340991,1550423.9604288186,0.0105838
27,8720023,10078799.809824374,10558999.998106094,0.0550687
28,2873214,3598094.700039941,3670043.7011309476,0.0250413
29,56965403,57072195.96736086,61187750.90337801,0.0722466
30,7153,8405.55032626568,11683.732688051523,0.458295
31,14102,28327.042705853706,36154.07527190707,0.55503
32,31339132,21368936.430585746,27433463.271218427,0.193513
33,75440,92612.62910746271,105075.8910630634,0.165208
34,72,6.465550115611077,7.106947482133807,0.0089083
35,305691,376069.0012774317,426510.4963461043,0.165008
36,1919495,1212035.1092571851,1578652.6704303327,0.190997
37,150780,292239.14136684645,343664.45620131143,0.341062
38,3243247,3510648.192381309,3958856.1324563366,0.138197
39,1043763,1285728.4942471487,1472981.834551698,0.179402
40,512575801,317133594.8813703,355948949.9296605,0.0757261
41,206778521,112918826.90683156,131890516.6958852,0.0917488
42,625302823,464189306.13259816,512817475.83125895,0.0777674
43,7796926,19397858.91030581,24104446.643952142,0.603647
44,1831108,1835140.7036517058,2005730.9038283555,0.0931623
45,2936093,3549067.9836010076,4083211.2661465406,0.181923
46,16461908,15726805.654543173,17652335.259100154,0.116969
47,24675801,27464549.760492854,28958032.173804317,0.0605242
48,132317651,142441532.50629932,187450293.05179295,0.340157
49,90649862,98141620.58341572,100503804.57254303,0.0260583
50,151179813,130440378.07452878,133736283.92711428,0.0218012
51,84217062,77241691.15003473,76174323.56526895,0.012674
52,333474,798591.2321742325,1076543.04586867,0.833504
53,307213,727233.4403775461,987351.6257122781,0.846703
54,658557,1581344.548822255,2143779.068415076,0.854041
55,8275169,7284405.713446552,7894799.651535352,0.0737621
56,5060606,5261298.894798017,5742062.000987538,0.0950011
57,1352809555,1298655920.1836414,1052211504.9571662,0.182172
58,191935,46648.75731666581,142965.2098686335,0.501818
59,9537310863,9820136379.471682,10409387720.973448,0.0617838
60,492943940,468747374.3894404,515515425.03172743,0.094875
61,32355583,39506939.69597597,43862320.60862083,0.13461
62,81495003,28934196.334825274,45988303.661799565,0.209266
63,51282842,17687058.379509993,27974846.7416691,0.200609
64,19006,46739.98840287436,65418.68557767386,0.982779
65,26718423,22166995.219463464,24937363.817906786,0.103688
66,15813608,13223471.886697492,14891724.261819664,0.105495
67,1067496,712634.3345720759,810942.5300034593,0.0920923
68,268172,309635.76660351397,354271.37423041573,0.166444
69,258385218,240086473.89397228,273132803.9607551,0.127896
