query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2012
0,715,934.8655089163694,996.9193752427959,0.0867886
1,9,2.290324221505508,2.278784358331492,0.00128221
2,47,13.76564886492521,7.679102394767921,0.129501
3,16,4.515447807853993,4.72526387183959,0.0131135
4,148552,219708.984265595,231454.5827785963,0.0790673
5,62682311,61473670.42475064,42724579.56919748,0.299113
6,11990578,15581829.580408314,5224334.330506807,0.863803
7,157041640,157373887.0205255,107315694.54020387,0.318757
8,850677,385258.3133855769,366406.34557765047,0.0221611
9,179616,125489.74123307607,64677.535420993096,0.338568
10,2031666,797305.8503435935,841429.9971498707,0.0217182
11,6333736,6119869.394435804,5611008.642447748,0.0803413
12,1931628,2028153.6639413487,996093.1608871638,0.534296
13,12738520,11902955.99171585,12115769.228927251,0.0167063
14,1224,30.939428210612483,6.392184248079609,0.0200549
15,13221,13608.98034935409,6.2908922621415115,1.02887
16,33,1.0,36.97634631544043,1.09019
17,1224,230.21502608477124,84.09326261741232,0.119381
18,114182642,120245544.3511159,119378270.36660038,0.0075955
19,4533382,4502644.540004386,4977667.968251407,0.104783
20,695701,690983.5595976633,763857.4296013907,0.104749
21,21454165,21316034.03117451,23564563.959056877,0.104806
22,13355828,14232661.548387395,14689154.516674954,0.0341793
23,4450853,5493216.750181773,5683969.261830968,0.0428575
24,794591,577672.8327463117,524729.6159922605,0.0666295
25,4893440,5864256.595398715,5012923.826220897,0.173974
26,1381288,1565043.2843409907,1703686.9156160485,0.100373
27,8720023,10078799.809824374,9084416.57822679,0.114034
28,2873214,3598094.700039941,1687082.2485260584,0.665113
29,56965403,57072195.967360854,56392190.94819739,0.0119372
30,7153,8424.536257930582,9516.52984011286,0.152662
31,14102,22179.230899477534,29222.199463602574,0.49943
32,31339132,19379095.432329528,21929236.57428511,0.0813724
33,75440,92417.94017398747,102351.66393702665,0.131677
34,72,6.465505490153803,24.497507675750096,0.250444
35,305691,375084.53601305827,415282.16903426865,0.131498
36,1919495,1214396.1681214022,1420223.4047693978,0.10723
37,150780,292127.94866859086,147300.35805397326,0.960523
38,3243247,3511865.761824638,3654777.554982487,0.0440644
39,1043763,1283084.1004075175,1211994.1901731356,0.0681092
40,512575801,317133594.8813703,333147037.34260905,0.0312411
41,206778521,112918826.9068316,129580409.37760277,0.0805769
42,625302823,464189306.1325981,483434101.3486198,0.0307768
43,7796926,19360584.762293667,20148934.298939202,0.10111
44,1831108,1816914.2309247854,1035957.516397212,0.426494
45,2936093,3541668.1117989053,2669069.460548264,0.297197
46,16461908,15570608.261191411,13773911.361974504,0.109143
47,24675801,27464549.760492854,29336331.45452363,0.075855
48,132317651,142441532.50629932,151037811.83290464,0.064967
49,90649862,98141620.5834157,96150017.50458153,0.0219703
50,151179813,130440378.07452877,137279364.72253403,0.0452374
51,84217062,77241691.15003473,76463037.9849348,0.00924579
52,333474,796957.7954985163,1012319.6485406643,0.645813
53,307213,733220.7094238577,1004815.7784037525,0.884061
54,658557,1586792.7726383288,2094635.0097567625,0.771144
55,8275169,7269282.373168081,6061237.69461616,0.145984
56,5060606,5250443.312234733,3792976.2010573465,0.288002
57,1352809555,1298655920.1836414,744352034.152184,0.409743
58,191935,46388.236104690666,23644.84320214245,0.118495
59,9537310863,9820136379.471682,11026627690.515676,0.126502
60,492943940,464091812.4381829,840353004.4490683,0.763294
61,32355583,39423296.88918466,21773640.064627957,0.54549
62,81495003,28802215.85720598,29176160.48657115,0.00458856
63,51282842,17627830.76210484,16755524.242247248,0.0170097
64,19006,47436.889368164666,63726.039344882076,0.857053
65,26718423,22116331.035968535,22834047.93349168,0.0268622
66,15813608,13196274.801346902,12872231.99894059,0.0204914
67,1067496,712654.0127865566,858707.3421516315,0.136819
68,268172,309633.78594145103,345938.0609276144,0.135377
69,258385218,239524053.59576163,257889918.41653305,0.0710794
