query_id,true_cardinality, estimated_cardinality, estimated_cardinality_100_0
0,715,936.7034626327211,936.7034626327211,0
1,9,2.269453990196583,2.269453990196583,0
2,47,13.653284037677428,13.653284037677428,0
3,16,4.498155874031922,4.498155874031922,0
4,148552,219709.24119379194,219709.24119379194,0
5,62682311,61473670.424750656,61473670.424750656,0
6,11990578,15581829.580408316,15581829.580408316,0
7,157041640,157373887.0205255,157373887.0205255,0
8,850677,384453.3315052811,384453.3315052811,0
9,179616,125242.89153159701,125242.89153159701,0
10,2031666,796036.3339413714,796036.3339413714,0
11,6333736,6154729.441811425,6154729.441811425,0
12,1931628,2049950.0845067194,2049950.0845067194,0
13,12738520,11894698.189932091,11894698.189932091,0
14,1224,30.850219690744797,30.850219690744797,0
15,13221,13608.98034935409,13608.98034935409,0
16,33,1.0,1.0,0
17,1224,230.31186072241033,230.31186072241033,0
18,114182642,120245544.35111588,120245544.35111588,0
19,4533382,4502644.540004386,4502644.540004386,0
20,695701,690983.5595976633,690983.5595976633,0
21,21454165,21316034.03117451,21316034.03117451,0
22,13355828,14232661.548387397,14232661.548387397,0
23,4450853,5493216.750181773,5493216.750181773,0
24,794591,577672.8327463117,577672.8327463117,0
25,4893440,5864256.595398715,5864256.595398715,0
26,1381288,1565043.284340991,1565043.284340991,0
27,8720023,10078799.809824374,10078799.809824374,0
28,2873214,3598094.700039941,3598094.700039941,0
29,56965403,57072195.96736086,57072195.96736086,0
30,7153,8405.55032626568,8405.55032626568,0
31,14102,28327.042705853706,28327.042705853706,0
32,31339132,21368936.430585746,21368936.430585746,0
33,75440,92612.62910746271,92612.62910746271,0
34,72,6.465550115611077,6.465550115611077,0
35,305691,376069.0012774317,376069.0012774317,0
36,1919495,1212035.1092571851,1212035.1092571851,0
37,150780,292239.14136684645,292239.14136684645,0
38,3243247,3510648.192381309,3510648.192381309,0
39,1043763,1285728.4942471487,1285728.4942471487,0
40,512575801,317133594.8813703,317133594.8813703,0
41,206778521,112918826.90683156,112918826.90683156,0
42,625302823,464189306.13259816,464189306.13259816,0
43,7796926,19397858.91030581,19397858.91030581,0
44,1831108,1835140.7036517058,1835140.7036517058,0
45,2936093,3549067.9836010076,3549067.9836010076,0
46,16461908,15726805.654543173,15726805.654543173,0
47,24675801,27464549.760492854,27464549.760492854,0
48,132317651,142441532.50629932,142441532.50629932,0
49,90649862,98141620.58341572,98141620.58341572,0
50,151179813,130440378.07452878,130440378.07452878,0
51,84217062,77241691.15003473,77241691.15003473,0
52,333474,798591.2321742325,798591.2321742325,0
53,307213,727233.4403775461,727233.4403775461,0
54,658557,1581344.548822255,1581344.548822255,0
55,8275169,7284405.713446552,7284405.713446552,0
56,5060606,5261298.894798017,5261298.894798017,0
57,1352809555,1298655920.1836414,1298655920.1836414,0
58,191935,46648.75731666581,46648.75731666581,0
59,9537310863,9820136379.471682,9820136379.471682,0
60,492943940,468747374.3894404,468747374.3894404,0
61,32355583,39506939.69597597,39506939.69597597,0
62,81495003,28934196.334825274,28934196.334825274,0
63,51282842,17687058.379509993,17687058.379509993,0
64,19006,46739.98840287436,46739.98840287436,0
65,26718423,22166995.219463464,22166995.219463464,0
66,15813608,13223471.886697492,13223471.886697492,0
67,1067496,712634.3345720759,712634.3345720759,0
68,268172,309635.76660351397,309635.76660351397,0
69,258385218,240086473.89397228,240086473.89397228,0
