query_id,true_cardinality, estimated_cardinality, estimated_cardinality_title.production_year_lt_2011
0,715,936.7034626327211,280.60334365145303,0.917623
1,9,2.269453990196583,2.0142111234813025,0.0283603
2,47,13.653284037677428,14.37084106089874,0.0152672
3,16,4.498155874031922,5.644893774956306,0.0716711
4,148552,219709.24119379194,251454.54945932783,0.213698
5,62682311,61473670.424750656,70509714.52014647,0.144156
6,11990578,15581829.580408316,16026245.135547336,0.0370637
7,157041640,157373887.0205255,172177197.96115756,0.0942636
8,850677,384453.3315052811,538947.1657861157,0.181613
9,179616,125242.89153159701,180565.6987972849,0.308006
10,2031666,796036.3339413714,1103852.8894903285,0.151509
11,6333736,6154729.441811425,7468656.534193195,0.207449
12,1931628,2049950.0845067194,2455931.1844805726,0.210176
13,12738520,11894698.189932091,14524702.676899351,0.206461
14,1224,30.850219690744797,68.55523130746587,0.0308047
15,13221,13608.98034935409,10969.285929960575,0.199659
16,33,1.0,1.0,0
17,1224,230.31186072241033,305.52059276130933,0.061445
18,114182642,120245544.35111588,124577008.11089656,0.0379345
19,4533382,4502644.540004386,4710981.113494544,0.0459561
20,695701,690983.5595976633,725278.3212166929,0.0492953
21,21454165,21316034.03117451,22301686.463456176,0.0459422
22,13355828,14232661.548387397,14881245.005236994,0.0485618
23,4450853,5493216.750181773,5727837.035950641,0.0527136
24,794591,577672.8327463117,530179.5233406653,0.0597708
25,4893440,5864256.595398715,5828828.267816095,0.00723996
26,1381288,1565043.284340991,1598818.8397926823,0.0244522
27,8720023,10078799.809824374,10552545.1043921,0.0543284
28,2873214,3598094.700039941,3596302.362770774,0.000623809
29,56965403,57072195.96736086,59696012.99391878,0.0460598
30,7153,8405.55032626568,10276.183075165824,0.261517
31,14102,28327.042705853706,26944.380930290332,0.0980472
32,31339132,21368936.430585746,23684238.566486046,0.0738789
33,75440,92612.62910746271,99899.93834619652,0.0965974
34,72,6.465550115611077,6.934664984951108,0.00651548
35,305691,376069.0012774317,406178.56223137863,0.0984967
36,1919495,1212035.1092571851,1469014.5708350819,0.133879
37,150780,292239.14136684645,329240.8815701029,0.245402
38,3243247,3510648.192381309,3797513.658916229,0.0884501
39,1043763,1285728.4942471487,1413151.135555561,0.12208
40,512575801,317133594.8813703,353510669.5000626,0.0709692
41,206778521,112918826.90683156,131989248.51242179,0.0922263
42,625302823,464189306.13259816,506691977.80224496,0.0679713
43,7796926,19397858.91030581,22107801.325356424,0.347565
44,1831108,1835140.7036517058,1974916.5553639545,0.076334
45,2936093,3549067.9836010076,3879835.9750446416,0.112656
46,16461908,15726805.654543173,17086672.19128669,0.0826069
47,24675801,27464549.760492854,29048310.737431612,0.0641828
48,132317651,142441532.50629932,182750941.29330713,0.304641
49,90649862,98141620.58341572,102978012.2509922,0.0533524
50,151179813,130440378.07452878,137695602.33721408,0.0479907
51,84217062,77241691.15003473,80524219.83365856,0.038977
52,333474,798591.2321742325,973583.999005092,0.524757
53,307213,727233.4403775461,930580.4678464581,0.661909
54,658557,1581344.548822255,1976580.1507088274,0.600154
55,8275169,7284405.713446552,7970413.121281752,0.0828995
56,5060606,5261298.894798017,5702747.7919645505,0.0872324
57,1352809555,1298655920.1836414,1375403464.2771215,0.056732
58,191935,46648.75731666581,46852.953310719065,0.00106388
59,9537310863,9820136379.471682,11647445888.785933,0.191596
60,492943940,468747374.3894404,517510905.1552125,0.0989231
61,32355583,39506939.69597597,45961905.99206559,0.199501
62,81495003,28934196.334825274,39262454.071233414,0.126735
63,51282842,17687058.379509993,23961485.089156564,0.122349
64,19006,46739.98840287436,60047.37349070952,0.700168
65,26718423,22166995.219463464,24690938.14770596,0.0944645
66,15813608,13223471.886697492,14763394.516642615,0.0973796
67,1067496,712634.3345720759,863693.8343736915,0.141508
68,268172,309635.76660351397,344340.4663715833,0.129412
69,258385218,240086473.89397228,276961756.00866383,0.142714
