query_id,true_cardinality, estimated_cardinality, estimated_cardinality_50_50
0,715,936.7034626327211,612.8112672948864,0.452996
1,9,2.269453990196583,4.092584034456581,0.20257
2,47,13.653284037677428,40.46972853597509,0.570563
3,16,4.498155874031922,10.802410392477203,0.394016
4,148552,219709.24119379194,371031.85186569154,1.01865
5,62682311,61473670.424750656,76467311.51627971,0.239201
6,11990578,15581829.580408316,16027805.199198285,0.0371938
7,157041640,157373887.0205255,179086722.51172507,0.138262
8,850677,384453.3315052811,744744.5704694425,0.423535
9,179616,125242.89153159701,209696.20552018276,0.470188
10,2031666,796036.3339413714,1894925.1010509932,0.540881
11,6333736,6154729.441811425,10031172.118846688,0.612031
12,1931628,2049950.0845067194,3221931.6390823824,0.606733
13,12738520,11894698.189932091,19815850.309961326,0.621827
14,1224,30.850219690744797,56.35848121497388,0.0208401
15,13221,13608.98034935409,16176.48647464472,0.194199
16,33,1.0,1.0,0
17,1224,230.31186072241033,374.8536706598971,0.11809
18,114182642,120245544.35111588,137094733.23396978,0.147563
19,4533382,4502644.540004386,5162505.419098782,0.145556
20,695701,690983.5595976633,790809.1082240443,0.143489
21,21454165,21316034.03117451,24441764.80484757,0.145693
22,13355828,14232661.548387397,16203442.579317331,0.14756
23,4450853,5493216.750181773,6346852.5058344845,0.191791
24,794591,577672.8327463117,579260.4815975508,0.00199807
25,4893440,5864256.595398715,6678159.3201117655,0.166325
26,1381288,1565043.284340991,1795803.7120905847,0.167062
27,8720023,10078799.809824374,11489943.952268854,0.161828
28,2873214,3598094.700039941,4101817.120712224,0.175317
29,56965403,57072195.96736086,65185752.7213371,0.14243
30,7153,8405.55032626568,14627.123457406322,0.869785
31,14102,28327.042705853706,36549.947231341066,0.583102
32,31339132,21368936.430585746,32849505.67876664,0.366333
33,75440,92612.62910746271,125207.9189855899,0.432069
34,72,6.465550115611077,9.380162222698953,0.0404807
35,305691,376069.0012774317,509786.9446308309,0.437428
36,1919495,1212035.1092571851,1818533.242613973,0.315968
37,150780,292239.14136684645,368919.7391970388,0.508559
38,3243247,3510648.192381309,4852346.829407297,0.41369
39,1043763,1285728.4942471487,1761953.9708448641,0.456258
40,512575801,317133594.8813703,428153100.97516024,0.216591
41,206778521,112918826.90683156,156749915.69450322,0.211971
42,625302823,464189306.13259816,618286372.2823166,0.246436
43,7796926,19397858.91030581,31759744.574160054,1.58548
44,1831108,1835140.7036517058,1119613.7371294477,0.390762
45,2936093,3549067.9836010076,4786480.026286331,0.421449
46,16461908,15726805.654543173,14099528.084391892,0.0988511
47,24675801,27464549.760492854,34748620.621672444,0.295191
48,132317651,142441532.50629932,164882327.18334985,0.169598
49,90649862,98141620.58341572,125299722.13839743,0.299593
50,151179813,130440378.07452878,151639421.00500777,0.140224
51,84217062,77241691.15003473,89776624.45081803,0.148841
52,333474,798591.2321742325,1179348.382379144,1.14179
53,307213,727233.4403775461,955437.652517775,0.742821
54,658557,1581344.548822255,2202296.467458905,0.942898
55,8275169,7284405.713446552,9841052.1289654,0.308954
56,5060606,5261298.894798017,7028630.945339039,0.349233
57,1352809555,1298655920.1836414,1538254233.1052117,0.177112
58,191935,46648.75731666581,99.8368484922199,0.242524
59,9537310863,9820136379.471682,13040370198.95469,0.337646
60,492943940,468747374.3894404,226188262.80773577,0.492062
61,32355583,39506939.69597597,52676709.96387732,0.407032
62,81495003,28934196.334825274,7961809.901487575,0.257346
63,51282842,17687058.379509993,4767146.402399817,0.251934
64,19006,46739.98840287436,67285.82957698697,1.08102
65,26718423,22166995.219463464,30531872.576079283,0.313075
66,15813608,13223471.886697492,18203937.32599379,0.314948
67,1067496,712634.3345720759,937180.1392707188,0.210348
68,268172,309635.76660351397,399127.5605994455,0.33371
69,258385218,240086473.89397228,330720212.87056446,0.35077
