approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
ApproachType.VERDICT_DB,0,1.2085026830027346,0.005575188665624102,100,1,SELECT AVG(dep_delay) FROM public.flights_scrambled WHERE origin='ATL';,2.0
ApproachType.VERDICT_DB,1,0.2927237010007957,0.011030889224016127,100,1,SELECT AVG(distance) FROM public.flights_scrambled WHERE unique_carrier='TW';,2.0
ApproachType.VERDICT_DB,2,0.850482241003192,2.0146778148802826,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,3,1.0206027570093283,4.480233836532529,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND  dest_state_abr='CA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,4,0.9885971259936923,7.094526586850653,100.0,22,"SELECT year_date, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND dest='JFK' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,5,0.4758787689934252,1.2975297603940954,100.0,22,"SELECT year_date, SUM(distance) FROM public.flights_scrambled WHERE unique_carrier='9E' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,6,0.9267372079921188,9.059713998396173,96.22641509433963,53,"SELECT origin_state_abr, SUM(air_time) FROM public.flights_scrambled WHERE dest='HPN' GROUP BY origin_state_abr;",2.0
ApproachType.VERDICT_DB,7,0.27667565300362185,0.18435663866573757,100.0,26,"SELECT unique_carrier, AVG(dep_delay) FROM public.flights_scrambled WHERE year_date=2005 AND origin='PHX' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,8,1.1417398920020787,3.7181376355596485,100.0,53,"SELECT dest_state_abr, COUNT(*) FROM public.flights_scrambled WHERE distance>2500 GROUP BY dest_state_abr;",2.0
ApproachType.VERDICT_DB,9,1.0726809089974267,6.594513737080152,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE air_time>1000 AND dep_delay>1500 GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,10,0.6388309379981365,2.6939710635888234,100.0,22,"SELECT year_date, SUM(arr_delay*dep_delay) FROM public.flights_scrambled WHERE origin_state_abr = 'CA' AND dest_state_abr = 'HI' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,11,1.0492161860020133,13.643274282357421,100.0,53,"SELECT dest_state_abr, SUM(taxi_out)-SUM(taxi_in) FROM public.flights_scrambled WHERE unique_carrier = 'UA' AND origin = 'ATL' GROUP BY dest_state_abr;",2.0
