approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
ApproachType.VERDICT_DB,0,1.1767749589926098,0.0026472504297818528,100,1,SELECT AVG(dep_delay) FROM public.flights_scrambled WHERE origin='ATL';,2.0
ApproachType.VERDICT_DB,1,0.513920840996434,0.13566031299378165,100,1,SELECT AVG(distance) FROM public.flights_scrambled WHERE unique_carrier='TW';,2.0
ApproachType.VERDICT_DB,2,0.8169456910109147,1.5979940996068385,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,3,1.0793987680081045,4.480233836532552,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND  dest_state_abr='CA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,4,0.9693273369921371,7.094526586850653,100.0,22,"SELECT year_date, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND dest='JFK' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,5,0.5009239289938705,1.4797249583773426,100.0,22,"SELECT year_date, SUM(distance) FROM public.flights_scrambled WHERE unique_carrier='9E' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,6,0.9798828900093213,9.05971399839618,96.22641509433963,53,"SELECT origin_state_abr, SUM(air_time) FROM public.flights_scrambled WHERE dest='HPN' GROUP BY origin_state_abr;",2.0
ApproachType.VERDICT_DB,7,0.2627309929957846,0.3179272011789179,100.0,26,"SELECT unique_carrier, AVG(dep_delay) FROM public.flights_scrambled WHERE year_date=2005 AND origin='PHX' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,8,1.0822565499984194,3.7181376355596485,100.0,53,"SELECT dest_state_abr, COUNT(*) FROM public.flights_scrambled WHERE distance>2500 GROUP BY dest_state_abr;",2.0
ApproachType.VERDICT_DB,9,1.0306757670041407,6.594513737080156,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE air_time>1000 AND dep_delay>1500 GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,10,0.6765677980001783,2.7150117016461617,100.0,22,"SELECT year_date, SUM(arr_delay*dep_delay) FROM public.flights_scrambled WHERE origin_state_abr = 'CA' AND dest_state_abr = 'HI' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,11,0.9592451490025269,13.643274282357421,100.0,53,"SELECT dest_state_abr, SUM(taxi_out)-SUM(taxi_in) FROM public.flights_scrambled WHERE unique_carrier = 'UA' AND origin = 'ATL' GROUP BY dest_state_abr;",2.0
