approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
ApproachType.VERDICT_DB,0,1.2037019279960077,0.003252366323335587,100,1,SELECT AVG(dep_delay) FROM public.flights_scrambled WHERE origin='ATL';,2.0
ApproachType.VERDICT_DB,1,0.3243543759890599,0.011030889224016127,100,1,SELECT AVG(distance) FROM public.flights_scrambled WHERE unique_carrier='TW';,2.0
ApproachType.VERDICT_DB,2,0.843614206998609,1.4506750763360203,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,3,0.9715290349995485,4.480233836532529,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND  dest_state_abr='CA' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,4,0.9076774490094976,7.094526586850655,100.0,22,"SELECT year_date, COUNT(*) FROM public.flights_scrambled WHERE origin_state_abr='LA' AND dest='JFK' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,5,0.4716047819965752,1.4626281337364773,100.0,22,"SELECT year_date, SUM(distance) FROM public.flights_scrambled WHERE unique_carrier='9E' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,6,0.9407317720033461,9.059713998396173,96.22641509433963,53,"SELECT origin_state_abr, SUM(air_time) FROM public.flights_scrambled WHERE dest='HPN' GROUP BY origin_state_abr;",2.0
ApproachType.VERDICT_DB,7,0.2854505039867945,0.24372386907441235,100.0,26,"SELECT unique_carrier, AVG(dep_delay) FROM public.flights_scrambled WHERE year_date=2005 AND origin='PHX' GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,8,1.0307981000078144,3.7181376355596485,100.0,53,"SELECT dest_state_abr, COUNT(*) FROM public.flights_scrambled WHERE distance>2500 GROUP BY dest_state_abr;",2.0
ApproachType.VERDICT_DB,9,1.0449264909984777,6.594513737080152,100.0,26,"SELECT unique_carrier, COUNT(*) FROM public.flights_scrambled WHERE air_time>1000 AND dep_delay>1500 GROUP BY unique_carrier;",2.0
ApproachType.VERDICT_DB,10,0.6851343260059366,2.5645337804972526,100.0,22,"SELECT year_date, SUM(arr_delay*dep_delay) FROM public.flights_scrambled WHERE origin_state_abr = 'CA' AND dest_state_abr = 'HI' GROUP BY year_date;",2.0
ApproachType.VERDICT_DB,11,1.0218535019957926,13.643274282357421,100.0,53,"SELECT dest_state_abr, SUM(taxi_out)-SUM(taxi_in) FROM public.flights_scrambled WHERE unique_carrier = 'UA' AND origin = 'ATL' GROUP BY dest_state_abr;",2.0
