approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage,no_dim,max_num_coefficients,max_samples,upsampling
ApproachType.WAVELET,0,1.7341432701796293,0.10618002577911231,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,2,30000,1000000,1000
ApproachType.WAVELET,0,2.5425067394971848,0.314176149853813,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,3,30000,1000000,1000
ApproachType.WAVELET,0,2.9816059041768312,0.7727016274373784,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,4,30000,1000000,1000
ApproachType.WAVELET,0,3.780482618138194,9.983818017665639,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,5,30000,1000000,1000
ApproachType.WAVELET,0,3.7052134163677692,11.167154563853796,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,6,30000,1000000,1000
ApproachType.WAVELET,0,3.7258017752319574,14.907194934448768,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,7,30000,1000000,1000
ApproachType.WAVELET,0,3.3371316008269787,125.87570198376778,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,8,30000,1000000,1000
ApproachType.WAVELET,0,3.8286430966109037,131.5959284276985,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,9,30000,1000000,1000
ApproachType.WAVELET,0,3.7860625199973583,131.32455629545382,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,10,30000,1000000,1000
ApproachType.WAVELET,0,4.407646492123604,131.46050831812187,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,11,30000,1000000,1000
ApproachType.WAVELET,0,4.48501543328166,131.5959284276985,100,1,SELECT AVG(dep_delay) FROM flights WHERE origin='ATL';,1,12,30000,1000000,1000
